131181199901012113	P1	1
131181199901022113	P1	2
131181199901032113	P1	6
131181199901042113	P1	3
131181199901052113	P1	5
131181199901062113	P1	3
131181199901072113	P1	2
131181199901082113	P1	0
131181199901092113	P1	0
131181199901102113	P1	3
131181199905022153	P1	1
131181199901012113	P2	3
131181199901022113	P2	2
131181199901032113	P2	3
131181199901042113	P2	1
131181199901052113	P2	3
131181199901062113	P2	3
131181199901072113	P2	9
131181199901082113	P2	0
131181199901092113	P2	9
131181199901102113	P2	0
131181199905022153	P2	2
131181199901012113	P4	2
131181199901022113	P4	2
131181199901032113	P4	1
131181199901042113	P4	1
131181199901052113	P4	2
131181199901062113	P4	0
131181199901072113	P4	0
131181199901082113	P4	10
131181199901092113	P4	2
131181199901102113	P4	4
131181199905022153	P4	1
131181199902012123	P6	5
131181199902022123	P6	4
131181199902032123	P6	4
131181199902042123	P6	3
131181199902052123	P6	4
131181199902062123	P6	4
131181199902072123	P6	7
131181199902082123	P6	6
131181199902092123	P6	4
131181199902102123	P6	5
131181199905022153	P6	1
131181199903012133	P3	3
131181199903022133	P3	2
131181199903032133	P3	4
131181199903042133	P3	3
131181199903052133	P3	0
131181199903062133	P3	2
131181199903072133	P3	3
131181199903082133	P3	0
131181199903092133	P3	1
131181199903102133	P3	3
131181199905022153	P3	1
131181199903012133	P5	2
131181199903022133	P5	1
131181199903032133	P5	2
131181199903042133	P5	1
131181199903052133	P5	0
131181199903062133	P5	0
131181199903072133	P5	0
131181199903082133	P5	0
131181199903092133	P5	0
131181199903102133	P5	0
131181199905022153	P5	1
131181199903012133	P7	2
131181199903022133	P7	2
131181199903032133	P7	2
131181199903042133	P7	3
131181199903052133	P7	2
131181199903062133	P7	0
131181199903072133	P7	0
131181199903082133	P7	6
131181199903092133	P7	0
131181199903102133	P7	0
131181199905022153	P7	1
131181199903012133	P8	1
131181199903022133	P8	6
131181199903032133	P8	2
131181199903042133	P8	3
131181199903052133	P8	7
131181199903062133	P8	9
131181199903072133	P8	3
131181199903082133	P8	1
131181199903092133	P8	9
131181199903102133	P8	4
131181199905022153	P8	1
131181199904012143	P9	5
131181199904022143	P9	3
131181199904032143	P9	3
131181199904042143	P9	3
131181199904052143	P9	3
131181199904062143	P9	0
131181199904072143	P9	2
131181199904082143	P9	0
131181199904092143	P9	6
131181199904102143	P9	6
131181199905022153	P9	1
131181199905012153	PZ	9
131181199905022153	PZ	8
131181199905032153	PZ	7
131181199905042153	PZ	4
131181199905052153	PZ	4
131181199905062153	PZ	4
131181199905072153	PZ	3
131181199905082153	PZ	4
131181199905092153	PZ	3
131181199905102153	PZ	3
